年月,2016/10/31,2016/9/30,2016/8/31,2016/7/29,2016/6/30,2016/5/31,2016/4/29,2016/3/31,2016/2/26,2016/1/30,2015/12/31,2015/11/30,2015/10/30,2015/9/30,2015/8/31,2015/7/31,2015/6/30,2015/5/29,2015/4/30,2015/3/31,2015/2/26,2015/1/30,2014/12/31,2014/11/28,2014/10/31,2014/9/30,2014/8/29,2014/7/31,2014/6/30,2014/5/30,2014/4/30,2014/3/31,2014/2/27,2014/1/27,2013/12/31,2013/11/29,2013/10/31,2013/9/30,2013/8/30,2013/7/31,2013/6/28,2013/5/31,2013/4/30,2013/3/29,2013/2/27,2013/1/31,2012/12/28,2012/11/30,2012/10/31,2012/9/28,2012/8/31,2012/7/31,2012/6/29,2012/5/31,2012/4/30,2012/3/30,2012/2/29,2012/1/31,2011/12/30,2011/11/30,2011/10/31,2011/9/30,2011/8/31,2011/7/29,2011/6/30,2011/5/31,2011/4/29,2011/3/31,2011/2/25,2011/1/28,2010/12/31,2010/11/30,2010/10/29,2010/9/30,2010/8/31,2010/7/30,2010/6/30,2010/5/31,2010/4/30,2010/3/31,2010/2/26,2010/1/29,2009/12/31,2009/11/30,2009/10/30,2009/9/30,2009/8/31,2009/7/31,2009/6/30,2009/5/27,2009/4/30,2009/3/31,2009/2/27,2009/1/21,2008/12/31,2008/11/28,2008/10/31,2008/9/30,2008/8/29,2008/7/31,2008/6/30,2008/5/30,2008/4/30,2008/3/31,2008/2/29,2008/1/31,2007/12/31,2007/11/30,2007/10/31,2007/9/29,2007/8/31,2007/7/31,2007/6/29,2007/5/31,2007/4/30,2007/3/30,2007/2/27,2007/1/31,2006/12/29,2006/11/30,2006/10/31,2006/9/29,2006/8/31,2006/7/31,2006/6/30,2006/5/30,2006/4/28,2006/3/31,2006/2/27,2006/1/25,2005/12/30,2005/11/30,2005/10/31,2005/9/30,2005/8/31,2005/7/29,2005/6/30,2005/5/31,2005/4/29,2005/3/31,2005/2/25,2005/1/31,2004/12/31,2004/11/30,2004/10/29,2004/9/30,2004/8/31,2004/7/30,2004/6/30,2004/5/31,2004/4/30,2004/3/31,2004/2/27,2004/1/30,2003/12/31,2003/11/28,2003/10/31,2003/9/30,2003/8/29,2003/7/31,2003/6/30,2003/5/30,2003/4/30,2003/3/31,2003/2/27,2003/1/28,2002/12/31,2002/11/29,2002/10/31,2002/9/30,2002/8/30,2002/7/31,2002/6/28,2002/5/31,2002/4/30,2002/3/29,2002/2/27,2002/1/31,2001/12/31,2001/11/30,2001/10/31,2001/9/28,2001/8/31,2001/7/31,2001/6/29,2001/5/31,2001/4/30,2001/3/30,2001/2/27,2001/1/31,2000/12/30,2000/11/30,2000/10/31,2000/9/30,2000/8/31,2000/7/31,2000/6/30,2000/5/31,2000/4/29,2000/3/31,2000/2/29,2000/1/31
2912 統一超,-5.2211,-1.386,0.2924,3.1873,1.4141,8.3152,-2.5586,3.991,2.4998,7.056,-1.6745,-3.2407,5.3659,-5.7471,-2.3508,5.7603,-2.2524,-2.2026,-3.6094,-3.4837,0.4116,-0.6136,1.4523,5.702,4.5871,-3.7528,-2.9227,0.2092,-3.629,10.4676,4.4185,14.3615,-7.6168,-1.4528,-1.6668,-1.8691,0.2339,2.153,-4.2199,13.7406,6.2163,1.6484,9.6387,1.2196,2.8214,2.5723,4.3625,3.1141,-7.962,-1.5676,4.6026,-0.9466,0.635,0.3184,-4.2682,5.4662,-2.2014,-3.6366,10.3678,-11.012,-3.17,-6.216,3.0867,11.1447,1.2194,4.4588,20.3065,5.668,-0.4033,-7.8068,9.3495,1.2344,-9.6652,13.5021,16.7828,10.41,3.9344,1.6666,13.6362,5.0399,2.585,-3.4165,0.7947,1.615,-5.7103,3.9576,2.802,2.0213,0.1191,5.6606,2.3166,5.5707,-7.188,1.148,0.5127,0.9054,-16.9711,-0.2143,-1.5823,-2.9701,-12.1738,7.4764,2.8844,-2.3476,18.3333,5.634,-2.6285,-8.8542,4.3477,7.3512,-1.9004,-2.7777,4.1157,5.0234,5.6789,1.2501,5.1248,-3.3038,-1.6249,9.2895,2.6648,6.4179,-2.1897,1.2675,6.2874,-16.2906,16.3266,-3.1072,-1.5299,4.506,11.87,0.0001,-0.8064,4.9068,-6.1906,6.0777,8.5218,0.0001,7.0762,2.2856,2.9412,0,6.2501,-3.9999,0.2003,-1.188,-2.7641,-8.6615,7.6269,-0.0001,-4.065,-8.2087,7.2,20.1925,-4.5871,3.8093,13.3911,2.6608,15.9069,-3.2257,0.6493,4.7619,7.824,-22.0953,-7.0797,7.6191,-1.8693,-0.9258,-1.8183,-2.6551,7.6762,-4.8001,-3.8461,7.4379,-5.4687,-0.7751,4.0322,-16.2162,25.4239,-8.5274,-1.5267,-13.2449,9.8064,7.3829,8.7591,-27.8947,2.1506,-3.6269,7.8212,-1.105,1.6856,-3.2607,-6.1225,6.5218,-19.6508,17.3293,-2.9534,11.2677,-25,5.9703,0.3747,-3.61
2913 農林,-5.4983,-3.6424,-4.732,9.841,-0.9966,1.3469,0,4.9471,2.1663,-6.1018,12.1672,-7.7193,1.4235,6.8442,-4.7101,-8.4987,-10.2857,0.2867,2.0467,-3.9328,0.5651,-3.2789,11.2464,-0.303,-5.983,-8.1151,-9.0475,7.7415,-0.2494,7.2193,-24.5969,-6.0606,-3.8253,9.7998,8.4596,-4.555,19.8512,7.7542,-1.5788,8.8826,-1.6901,-1.3889,4.0463,6.1351,0.3078,2.8478,3.9473,7.4205,-13.4557,6.8627,2.6846,3.8706,-1.3511,-0.0001,-2.9507,-4.0879,13.1671,5.6389,4.7243,-20.8723,3.5487,-12.1813,-13.6921,4.8065,13.2183,-3.3331,6.8249,-4.8024,-14.6987,-2.5821,7.3047,-1.4887,1.5113,6.8046,-1.579,10.4648,-1.9945,-1.1268,-10.3535,22.2222,-10.09,-10.3194,4.3591,2.9025,-11.6551,7.25,-21.9942,-6.0604,1.9662,26.2412,4.8327,28.0954,0.0001,-13.2232,4.7621,14.9253,-2.4272,-36.4196,-1.2196,6.4933,-29.0322,-19.3309,-2.888,-3.1468,81.0125,0.0002,6.3974,-22.6561,-9.4339,16.1645,-18.7084,41.1952,95.3319,20.0592,-0.294,-3.5458,5.5388,-13.8066,-7.2966,29.4117,2.2152,4.1185,-14.3864,-11.5959,14.5715,16.6664,50.7538,-18.9409,-7.3585,-5.8613,-1.2281,2.8286,-17.3913,-1.4287,-13.2745,-6.146,25.156,-2.8284,-15.3845,-13.3334,-3.5715,5.263,30.392,-1.9232,2.9705,-9.009,-5.9321,-13.2353,-15,0.6289,0.6329,-10.2271,7.9755,49.5413,6.8625,-3.7736,6,-13.9756,-3.8544,26.2162,20.5212,-0.6473,-19.5311,-8.5715,-18.4466,56.0606,-3.2255,8.2539,5.7049,-24.3656,-20.8834,-8.6237,-6.0346,-13.4326,19.6429,26.984,-11.8001,7.5266,31.3559,-1.393,-5.5263,-22.9209,61.6391,-27.7252,-12.4481,-24.0946,-6.6179,-13.3759,18.9394,50.3419,11.4215,-33.7816,-23.718,-0.0001,-33.3332,-9.9999,-22.1558,-7.2223,-27.4192,-1.1952,-10.0357,32.2274
2915 潤泰全,0.9919,2.3352,-0.5161,5.3719,0.9386,6.3192,-14.9055,-9.7104,-0.3395,-4.0717,-3.0016,5.4998,2.9157,12.3313,-13.1865,-6.5157,-1.6715,-4.648,9.927,1.0322,-0.4405,2.0991,6.7199,-3.6982,-4.1358,-6.6205,-4.6051,5.1425,4.3244,3.2078,-1.511,1.8183,-2.189,-4.4443,-4.6135,7.2055,2.2943,-0.2693,8.1513,8.4024,-5.5636,-0.7082,2.6164,-3.6414,-4.7999,4.1666,9.2565,-0.0003,-4.2152,18.213,0.3658,19.9187,3.0368,-6.1885,-11.9379,-4.4629,7.2693,13.9393,2.2726,-20.9151,27.8776,-2.745,-28.27,-0.1404,-1.7928,-10.2722,2.2785,7.9233,6.5504,-20.9437,-9.4791,9.7142,-4.6841,-2.96,3.5039,3.2331,17.5622,-1.0377,6.639,32.1752,0.9225,-5.7393,6.4814,0.1855,28.3333,9.9475,1.4608,3.1506,7.3529,23.1887,9.7414,13.8011,26.2858,-6.6666,5.3373,13.0157,-5.6888,-34.7655,-1.3699,15.3846,-24.5161,-0.8,7.7586,-0.6848,13.1782,-5.8394,8.3002,-17.1851,0.8252,6.1297,0.4295,28.2608,17.6474,-9.4907,-6.087,-0.862,2.655,-1.7392,16.1618,16.814,-3.9659,26.9782,-12.3382,-7.1839,29.851,21.8185,0.9175,-2.2423,-0.8887,-6.6391,0.8369,3.0172,-4.1323,-2.0243,3.3472,-5.5336,-1.1718,-2.2902,-13.5313,-3.5031,4.6667,0.3346,15,-0.3831,13.9738,0,-1.2931,-6.8273,2.8924,-0.8196,-5.4265,-4.7968,-4.9122,-4.6824,-5.9749,11.9719,6.767,-6.0072,-1.7361,-1.3701,0.3437,2.4649,-2.7398,-3.3113,-5.0315,-0.6251,-0.0001,9.589,-3.3113,-0.6579,-1.9356,-4.3208,3.8461,-3.1054,0.0001,2.5478,-3.6809,-9.9447,7.7381,1.2047,7.0968,-7.1857,8.4415,-4.3477,4.5455,-6.6665,-1.7855,-0.5919,-3.4284,-0.5682,-1.6759,23.4483,0.0001,-1.3604,-7.5473,9.6553,-6.4518,8.3915,-9.4937,-6.509,-1.7441,14.6667
2916 滿心,-0.9231,-0.3067,-1.5103,-1.4879,-3.082,2.747,-3.7037,9.2487,0.8746,-4.7223,-0.0001,-0.2768,5.5556,4.5871,-4.3859,-3.9326,-10.9493,13.369,0.5376,3.6213,0.5602,0.2807,-0.5586,0.2801,0.8476,0.5683,0,1.1495,1.923,0.2779,-0.8263,3.714,-0.0001,1.4491,7.4765,2.2294,-1.8749,5.9603,-3.5143,-4.509,-1.1765,-0.8746,-3.1074,-1.1171,-3.7634,-3.125,8.7821,2.6163,-1.7144,-2.7777,1.6947,-2.2099,0.5127,-8.8785,-6.3459,-4.7915,18.5184,9.4595,0.5437,-20.1736,-4.5548,-7.1155,-15.7212,22.178,0.9407,6.7193,2.0161,7.8262,-1.7093,5.4054,3.0162,1.4119,2.1634,2.4629,-0.9758,6.7778,-2.4554,10.345,7.6924,32.7466,2.158,0.7247,6.154,6.1226,-1.9998,9.1702,-13.2575,10.8793,-2.7887,17.2896,6.4678,8.6488,0.5433,-1.6044,3.889,-14.692,-18.8463,-17.7215,0.637,-14.7765,-8.3721,-0.6929,1.6431,2.4038,7.2166,-8.9201,-3.62,-6.9475,-2.0621,-1.222,-10.6129,-3.47,10.6455,-1.5463,-2.9999,3.4482,0.8696,2.6785,3.7037,1.8871,5.5778,0.6012,3.9585,-0.3797,0.714,1.4493,2.6022,-3.584,-4.7781,2.8071,6.7417,-1.8383,1.8728,-2.555,5.3845,5.079,10.9615,-2.985,-4.4564,33.5712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923 鼎固-KY,-5.21,6.4879,9.2906,0.2451,-0.4878,-0.9661,-4.1664,4.0965,8.6389,-10.3286,-8.1897,0.8695,17.3468,10.7347,-28.6634,4.5833,-20.0001,-26.1992,30.2884,14.2857,2.2471,-8.2474,3.3748,17.5365,-26.3077,3.834,-4.5105,22.2221,7.9998,16.0093,-0.4618,-3.7777,-9.9999,-3.8462,0.5803,-1.711,0.3816,8.4886,-3.9651,5.3607,-11.0094,1.1132,3.0592,-7.597,-1.3937,16.1942,23.4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924 東凌-KY,0.1873,0.3759,1.3279,3.7183,-1.3514,-4.6041,-2.8622,-4.932,0.8579,-6.869,6.1015,-14.1194,-3.7815,-0.4184,-2.275,-0.7874,0.3952,-2.0645,1.4398,3.8045,-0.2709,0.1357,-1.6024,2.3223,5.9334,3.4431,-1.1835,-7.4539,2.2789,1.7738,-11.4734,12.6532,4.7007,1.0073,20.8694,4.5454,2.8039,2.0994,-0.5694,7.527,-1.9856,-0.3599,-2.2846,-2.7351,-2.5001,-7.1206,7.1311,1.0048,-1.3224,-2.1035,-0.4832,0.0926,4.5162,6.3465,-4.2691,-5.5814,0.7813,3.5599,-0.3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926 誠品生活,2.8089,-2.4656,0.2743,10.1186,-6.7182,4.5947,-3.6456,-9.647,3.1553,-4.6296,26.686,10.7143,1.3157,0.6623,-3.8219,-0.2041,4.4584,-3.6809,0.6173,-0.0001,0.0001,-3.5714,9.091,-3.4484,-7.2673,-0.29,-2.2663,0.5603,0.5539,2.2661,-4.3361,5.7306,-8.6388,-11.9816,3.8278,7.1794,-9.3023,16.2163,-0.5375,19.8209,-12.7716,1.3774,-18.2434,-13.6187,32.8167,24.0385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928 紅馬-KY,-1.6729,2.2813,2.7343,-10.5741,-1.5201,-0.5042,28.3714,-22.7501,26.9844,57.4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929 淘帝-KY,-1.2617,-0.9375,12.6758,5.5764,1.5098,11.3445,-7.7517,3.2002,2.8806,-9.3282,-12.1311,14.2323,12.6113,21.4632,-10.4803,-4.5831,-15.7895,4.0145,0,23.4233,-1.3333,-4.661,0.4256,-1.2604,-27.439,5.8065,-4.0247,5.2224,-0.8572,14.7543,-19.7368,2.981,6.3402,-21.1363,86.4407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936 客思達-KY,-10.8858,16.5191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002 歐格,-0.9901,-1.4634,2.9126,2.9999,-0.0001,-0.4975,-0.4951,0.0001,-2.4153,-1.4286,3.4482,-10.965,5.5555,9.6365,-6.987,-5.7612,-13.8297,-0.7041,-2.069,-3.0099,-2.2875,8.1273,5.5968,0.7519,-0.7462,-8.5323,-2.8161,1.2577,-0.625,-9.0908,4.1419,-7.6504,50.6174,5.1949,5.9635,0.4609,7.4258,1.5036,0.9756,1.4851,-5.1644,4.4118,-2.8571,-4.9774,-1.7778,6.1322,1.4354,0.4806,-10.7298,4.0179,4.6205,-5.9828,1.2986,16.0804,-8.295,-4.8247,17.7685,3.0884,-1.9829,-6.9901,0.4878,-5.0926,-11.0846,-5.535,-8.1356,-2.6404,-9.009,3.0962,-6.6473,0.0001,6.1348,-9.4446,-2.7028,1.093,-13.5328,5.2628,1.3922,-14.4843,-7.3533,15.7448,-2.0834,-13.5134,19.8703,1.5352,-6.7486,26.0308,14.1176,42.299,-12.3286,2.8169,10.9374,17.4312,9,2.1451,-6.7618,-7.8947,-1.2987,-26.3366,6.9068,-3.1978,-12.6901,5.6302,-1.3226,-0.5265,14.4578,-17.0001,-3.3817,-13.7501,-8.5714,-11.3175,-12.3941,22.6667,-4.1534,7.5601,0.5181,21.3834,-7.1985,10.3004,2.8699,-0.4395,2.018,2.765,-1.7522,-9.1575,-3.1916,2.9199,13.2229,0,26.7016,5.8172,14.9682,2.2804,-8.358,-0.2974,1.3663,10.5738,3.1153,0.6269,-11.142,-7.4743,14.1176,1.7964,4.375,-1.8406,7.237,-2.564,0.0662,-12.6829,-11.2554,-13.483,5.9523,-9.0251,1.4652,10.9757,5.5795,2.6431,2.7148,-5.9577,-0.8438,-6.2229,3.3458,25.1163,14.9735,-5.0761,11.2994,5.9882,-3.4684,-0.5749,-4.918,-22.4577,4.1175,-7.4829,-14.7827,-4.4322,-6.7182,-11.0345,-23.6842,11.7648,56.9227,6.908,3.4015,2.6149,-1.0958,-2.4065,-8.7804,14.2061,-1.6438,18.5065,7.6924,5.9261,-4.2552,21.8965,-17.1124,-13.0234,,,,,,,,
3003 健和興,-7.0497,1.8619,-1.8278,5.2198,0.1341,-2.3527,-6.9343,7.0313,8.7818,-2.2161,-7.1977,-1.8914,15.4294,21.1643,-13.6188,-10.7897,-1.0416,-11.5209,11.8556,-3.2419,-0.6196,5.0781,7.2624,3.468,-6.1059,-15.2873,2.4793,-1.024,-16.6033,4.9803,9.368,-2.9598,29.5892,3.8404,16.7776,5.6139,-8.0646,19.6909,9.9398,18.9191,-5.3487,3.8647,1.4703,-5.9906,-0.4587,-1.1336,4.5022,-0.7061,-19.8113,0.5692,5.3644,2,0,1.6259,-8.0373,15.5508,5.7079,4.5347,17.3669,-12.069,-8.5587,5.4633,-0.4272,-15.101,-6.0555,0.6971,2.1353,-9.6464,-4.4549,5.1697,9.171,-7.9546,-6.6666,9.091,-6.6799,16.9435,-5.9375,-14.2092,0.811,39.0978,-5.0002,-4.5997,41.7873,7.8123,-4.4777,16.185,2.6844,16.3332,-5.9562,6.3333,4.1668,18.0327,7.9647,2.2623,-2.6432,-18.9287,-0.356,-22.3757,-0.1215,-10.1385,-11.2474,-3.1683,10.2621,-0.8658,4.0541,-11.5537,-6.6915,-17.4845,0.3077,3.1746,-11.3399,1.2988,12.2449,0.8823,-11.2271,-10.4095,5.948,-13.2259,14.5321,28.889,11.1112,20.6383,12.8916,15.6409,1.0367,-5.8538,11.4131,4.8431,0.5729,-6.1827,10.059,-0.2949,-6.8681,-5.6995,-9.7794,-2.9646,7.4308,-11.1321,-5.3572,0,-1.0602,0.7117,3.6901,-0.7325,0.0001,-1.444,14.2984,-4.8109,-3,-7.6923,-7.4073,-6.1497,-0.0001,2.186,-2.1393,2.7474,-2.6736,-6.0301,-2.9269,8.9929,13.6366,22.623,3.3901,-9.2308,-6.0695,1.4662,-2.2923,0.867,-3.0811,-6.7886,14.3701,1.8519,-20.2533,17.9105,3.6083,-2.5129,28.3872,,,,,,,,,,,,,,,,,,,,,,,,,
3004 豐達科,-0.5172,4.5045,-5.7566,-0.9773,-3.1544,-0.9377,0.7874,4.4406,14.7168,-3.9853,-4.3329,32.6438,0.3457,17.3207,-6.927,-11.9733,-5.6487,4.9397,4.7127,1.6356,-8.2529,-3.1357,6.9182,0.2101,-22.9773,-7.432,-8.3899,-7.8553,-4.1819,41.6245,1.1986,51.2952,6.9251,-4.3708,0.8011,-1.3175,-4.1666,4.762,-0.93,-1.1363,-3.1786,-0.2439,-2.381,5.9269,-5.1436,-1.0653,5.3618,0.0001,-14.0408,2.5276,-0.7806,16.8782,-2.9558,-16.2022,-16.321,55.0201,17.4529,17.7778,-0.3691,-14.78,18.6566,10.7438,1.0438,19.154,-0.4951,-13.4905,8.8578,6.9823,-0.4965,-4.9527,-1.3951,2.6254,28.923,6.908,8.9606,-6.3757,-2.9317,-0.9676,72.6058,23.0137,4.2856,-17.4529,-1.1656,7.25,-0.6212,13.3803,17.5498,9.8182,10.4416,-20.9523,-26.7442,13.4563,44.9331,-8.5665,-37.961,-34.61,-9.5575,-9.8267,-20.2765,-6.4655,-5.6912,-1.5999,0,5.9321,-5.6,-8.4248,1.1111,-11.4752,3.7415,0.685,-21.081,27.5863,-10.7692,4.8389,-17.9894,80.8613,-2.7906,-8.5107,56.6669,-14.2857,1.1561,-4.9452,13.75,-15.3441,2.7174,-6.5989,-1.4999,5.2629,-5,8.1083,32.1429,-12.5003,-7.5144,-19.9074,-17.2416,-0.3817,-1.1321,6.4257,-13.8409,-2.0339,14.3411,32.3079,,,-63.5514,-56.1476,-48.954,3.913,2.6785,1.8184,-16.6668,-20.958,-1.1835,30.502,-3.7172,-4.2705,5.8433,6.2257,-1.154,4.8388,12.7273,13.4021,-17.7968,-26.7082,-34.6857,65.4363,56.0209,7.9096,3.889,18.4211,-19.5768,-12.0932,-21.8183,1.4761,-23.0115,-13.9365,13.611,,,,,,,,,,,,,,,,,,,,,,,,,
3005 神基,12.3287,28.5214,18.0873,15.4653,-1.5217,5.5047,-3.5397,7.3632,3.9508,0.9975,-6.527,-3.3784,6.4745,7.1979,-1.4391,-12.2154,9.2762,17.2415,-1.8229,2.6734,-2.6041,15.6628,4.4022,3.9215,-0.6493,-5.2306,2.374,0.8981,-3.1886,7.4767,-5.8652,9.2951,4,-2.9126,5.1021,-9.2593,5.5374,4.0679,-1.9934,1.9782,-6.4419,15.1943,-6.9079,1.3332,-1.6394,-3.1745,0.6389,18.5607,-37.1429,-2.3257,0.164,-11.4001,4.1667,17.9361,-26.7984,58.405,15.8415,7.0671,-1.0489,-13.8553,-5.1429,-2.2304,41.8603,-6.1818,-3.846,-1.7183,-7.3247,-6.5477,-8.4469,1.1021,2.833,-2.4862,-3.2086,13.6779,-15.9993,10.6385,-8.9589,-14.6695,-7.4571,7.1722,-5.4264,-15.6863,4.7946,-1.017,-1.9934,3.0823,-2.4748,73.5958,-11.8812,14.4475,22.1451,2.1203,8.8463,-8.7718,22.8449,-11.1112,0.3845,-26.1362,7.0637,-10.3014,-13.8529,-12.6655,8.4018,-5.4265,28.9999,-23.0768,-3.3459,-34.3902,-1.6789,19.1427,-22.9074,18.151,7.4379,25.3888,16.2651,77.8575,-4.1096,-0.3412,4.643,12.4497,11.1606,-3.8626,-0.851,-8.5603,-10.487,-5.3411,-2.0349,-28.3333,-2.0409,1.8712,-4.9409,10.4807,-17.3287,14.7,-10.5555,6.668,11.5789,5.0886,-0.2207,30.9249,1.1695,6.875,15.9418,1.4707,-6.5292,2.827,13.2521,-10.5634,-0.6994,-3.3785,-1.9868,-13.2184,3.5716,2.4391,7.8948,0.6621,-4.4305,-3.0675,-13.7567,5.215,7.8125,3.7838,-13.5515,-11.5702,-11.0294,3.8168,-18.6334,-7.2047,-6.9706,-5.5695,15.4968,19.5804,-30.0662,-7.9205,3.0611,14.4859,22.2857,,,,,,,,,,,,,,,,,,,,,,,,,
3006 晶豪科,-5.2113,18.9279,1.5308,4.275,6.7272,4.7618,-6.915,-2.7587,3.9425,-8.3744,-1.4565,5.6409,17.9435,-7.8068,-7.56,-24.9998,-5.3782,1.3891,-13.5135,0.4021,0.8103,-3.6133,5.0254,5.7484,-7.15,-3.5926,6.9574,-17.4667,5.0348,4.9181,9.3624,27.25,10.1955,0,3.4682,-10.5942,-2.3959,9.8337,14.4215,-24.3591,-8.9149,16.5206,28.4567,21.9607,14.094,2.0545,0.0001,12.8865,-23.0158,1.8183,5.3193,-6.7345,6.1984,-2.6157,-9.9638,-13.7499,15.108,13.4693,4.0343,-22.7868,-6.4418,4.9918,-9.475,-8.2858,-17.4193,5.6817,-1.8953,-12.7433,-12.4362,24.6286,0.8565,-4.9848,-7.4387,8.0367,-20.0815,9.6962,-3.7163,-12.2964,35.135,17.2537,-1.8433,-23.3216,12.0792,9.6634,-9.5284,8.9936,-16.1579,24.8881,-9.4965,58.2417,8.3333,17.6003,25.945,-1.9751,10.656,-27.5247,4.1235,-38.917,10.7421,6.5574,-30.0192,-12.1009,1.7091,12.284,9.5691,-23.3062,-14.6007,-25.1546,-16.7383,28.0219,-23.2835,52.439,4.4586,28.6888,-21.5939,23.4923,25.9999,44.0923,0.4342,21.441,5.3703,1.504,-7.5159,9.3974,-11.3208,-12.8766,-0.2734,2.2344,4.3732,-15.4131,-1.3382,33.6586,-20.8494,0.129,-28.2236,2.9034,10.3202,14.6939,-26.2048,-10.2704,1.3699,0.6898,10.6869,-18.6336,-9.0396,-18.8073,31.0948,-13.0842,-12.653,-12.5001,6.0604,42.703,5.7141,33.5878,-10.8844,-10.3661,-10.8696,2.222,10.3334,0.0001,20,18.3205,-15.4838,-7.1857,-14.7957,3.7038,-29.2135,-20.5358,9.0907,-11.4944,0.6962,27.6837,-16.1139,-29.1945,-21.9896,154.6661,,,,,,,,,,,,,,,,,,,,,,,,,,
3008 大立光,-1.1903,6.1797,5.9021,16.1292,8.2719,19.8238,-9.0179,-1.5779,1.4,10.1323,-9.7417,-0.789,-0.9766,-15.2319,-4.154,-9.0779,3.0702,11.0389,14.2856,0.5596,1.5152,10.2297,0.4193,11.7095,-2.0643,-11.9194,7.4924,-2.1007,21.4288,3.9789,30.9027,7.063,15.4505,-4.1153,15.1658,5.4998,0.5025,-4.7848,2.1233,8.3334,-1.3361,20.7195,2.9373,-2.1252,3.4929,-0.6426,-2.0152,27.6526,2.4712,-2.5682,4.1288,-0.4854,9.5744,21.5513,-20.0001,-11.9877,3.6164,12.3676,17.3059,-29.1483,-5.021,-13.5103,-13.3007,5.4348,-2.439,3.7405,14.1962,-1.8498,1.8846,9.7933,7.2486,11.3672,2.017,2.9414,-3.9547,18.6048,-2.6416,1.9228,8.9005,15.4777,-0.8392,-0.9499,9.0672,1.8471,-10.1895,5.5,-0.6412,21.1812,-2.2535,33.4585,-6.3384,14.0563,27.6925,-4.1769,-1.4529,-38.9054,3.0488,-23.721,13.7957,1.5464,2.105,-8.4339,31.1217,-7.4561,17.9311,-32.5581,3.7393,5.2031,10.056,33.3333,-31.3681,-10.846,2.1042,19.9204,-21.8067,6.409,-9.0452,-21.0317,2.273,-6.9486,-2.3598,-0.5865,4.7393,-0.433,1.3159,1.6346,27.7038,-13.3224,0.0001,17.3745,24.6693,36.6777,2.3567,33.7839,-12.2326,29.8077,-3.7035,14.286,7.9998,-2.2346,11.8749,-9.6045,-6.349,-3.5714,-17.9915,0,18.912,-29.7213,-14.5503,1.6129,-5.1022,-3.2098,7.4272,14.2426,-5.1722,-4.1323,5.8308,6.8537,41.4094,22.3601,-1.8869,-1.3954,7.5,-1.4778,5.1812,-0.5154,-11.009,1.8692,16.3043,6.9769,-3.5669,-0.8436,-13.1867,-1.7987,-4.4675,41.9513,,,,,,,,,,,,,,,,,,,,,,,,,,
